 주택용(저압) 사용량별 요금표 ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
 [ 기타계절(7~8월 제외) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 ",,, [ 하계(7~8월) ] ,,,,,,,," *기후환경요금단가는 매년, 연료비조정단가는 매분기 변동됨 "
" 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 ,,," 사용량
(kWh) ", 기본요금 , 전력량요금 ," 기후환경요금
(2023.1.1기준) "," 연료비조정요금
(2023.1.1기준) ", 전기요금계 , 부가세 , 기반기금 , 청구금액 
126,  910 ,"  14,112 ","  1,134 ",  630 ,"  16,786 ","  1,679 ",  620 ,"  19,080 ",,,126,  910 ,"  14,112 ","  1,134 ",  630 ,"  16,786 ","  1,679 ",  620 ,"  19,080 "
127,  910 ,"  14,224 ","  1,143 ",  635 ,"  16,912 ","  1,691 ",  620 ,"  19,220 ",,,127,  910 ,"  14,224 ","  1,143 ",  635 ,"  16,912 ","  1,691 ",  620 ,"  19,220 "
128,  910 ,"  14,336 ","  1,152 ",  640 ,"  17,038 ","  1,704 ",  630 ,"  19,370 ",,,128,  910 ,"  14,336 ","  1,152 ",  640 ,"  17,038 ","  1,704 ",  630 ,"  19,370 "
129,  910 ,"  14,448 ","  1,161 ",  645 ,"  17,164 ","  1,716 ",  630 ,"  19,510 ",,,129,  910 ,"  14,448 ","  1,161 ",  645 ,"  17,164 ","  1,716 ",  630 ,"  19,510 "
130,  910 ,"  14,560 ","  1,170 ",  650 ,"  17,290 ","  1,729 ",  630 ,"  19,640 ",,,130,  910 ,"  14,560 ","  1,170 ",  650 ,"  17,290 ","  1,729 ",  630 ,"  19,640 "
131,  910 ,"  14,672 ","  1,179 ",  655 ,"  17,416 ","  1,742 ",  640 ,"  19,790 ",,,131,  910 ,"  14,672 ","  1,179 ",  655 ,"  17,416 ","  1,742 ",  640 ,"  19,790 "
132,  910 ,"  14,784 ","  1,188 ",  660 ,"  17,542 ","  1,754 ",  640 ,"  19,930 ",,,132,  910 ,"  14,784 ","  1,188 ",  660 ,"  17,542 ","  1,754 ",  640 ,"  19,930 "
133,  910 ,"  14,896 ","  1,197 ",  665 ,"  17,668 ","  1,767 ",  650 ,"  20,080 ",,,133,  910 ,"  14,896 ","  1,197 ",  665 ,"  17,668 ","  1,767 ",  650 ,"  20,080 "
134,  910 ,"  15,008 ","  1,206 ",  670 ,"  17,794 ","  1,779 ",  650 ,"  20,220 ",,,134,  910 ,"  15,008 ","  1,206 ",  670 ,"  17,794 ","  1,779 ",  650 ,"  20,220 "
135,  910 ,"  15,120 ","  1,215 ",  675 ,"  17,920 ","  1,792 ",  660 ,"  20,370 ",,,135,  910 ,"  15,120 ","  1,215 ",  675 ,"  17,920 ","  1,792 ",  660 ,"  20,370 "
136,  910 ,"  15,232 ","  1,224 ",  680 ,"  18,046 ","  1,805 ",  660 ,"  20,510 ",,,136,  910 ,"  15,232 ","  1,224 ",  680 ,"  18,046 ","  1,805 ",  660 ,"  20,510 "
137,  910 ,"  15,344 ","  1,233 ",  685 ,"  18,172 ","  1,817 ",  670 ,"  20,650 ",,,137,  910 ,"  15,344 ","  1,233 ",  685 ,"  18,172 ","  1,817 ",  670 ,"  20,650 "
138,  910 ,"  15,456 ","  1,242 ",  690 ,"  18,298 ","  1,830 ",  670 ,"  20,790 ",,,138,  910 ,"  15,456 ","  1,242 ",  690 ,"  18,298 ","  1,830 ",  670 ,"  20,790 "
139,  910 ,"  15,568 ","  1,251 ",  695 ,"  18,424 ","  1,842 ",  680 ,"  20,940 ",,,139,  910 ,"  15,568 ","  1,251 ",  695 ,"  18,424 ","  1,842 ",  680 ,"  20,940 "
140,  910 ,"  15,680 ","  1,260 ",  700 ,"  18,550 ","  1,855 ",  680 ,"  21,080 ",,,140,  910 ,"  15,680 ","  1,260 ",  700 ,"  18,550 ","  1,855 ",  680 ,"  21,080 "
141,  910 ,"  15,792 ","  1,269 ",  705 ,"  18,676 ","  1,868 ",  690 ,"  21,230 ",,,141,  910 ,"  15,792 ","  1,269 ",  705 ,"  18,676 ","  1,868 ",  690 ,"  21,230 "
142,  910 ,"  15,904 ","  1,278 ",  710 ,"  18,802 ","  1,880 ",  690 ,"  21,370 ",,,142,  910 ,"  15,904 ","  1,278 ",  710 ,"  18,802 ","  1,880 ",  690 ,"  21,370 "
143,  910 ,"  16,016 ","  1,287 ",  715 ,"  18,928 ","  1,893 ",  700 ,"  21,520 ",,,143,  910 ,"  16,016 ","  1,287 ",  715 ,"  18,928 ","  1,893 ",  700 ,"  21,520 "
144,  910 ,"  16,128 ","  1,296 ",  720 ,"  19,054 ","  1,905 ",  700 ,"  21,650 ",,,144,  910 ,"  16,128 ","  1,296 ",  720 ,"  19,054 ","  1,905 ",  700 ,"  21,650 "
145,  910 ,"  16,240 ","  1,305 ",  725 ,"  19,180 ","  1,918 ",  700 ,"  21,790 ",,,145,  910 ,"  16,240 ","  1,305 ",  725 ,"  19,180 ","  1,918 ",  700 ,"  21,790 "
146,  910 ,"  16,352 ","  1,314 ",  730 ,"  19,306 ","  1,931 ",  710 ,"  21,940 ",,,146,  910 ,"  16,352 ","  1,314 ",  730 ,"  19,306 ","  1,931 ",  710 ,"  21,940 "
147,  910 ,"  16,464 ","  1,323 ",  735 ,"  19,432 ","  1,943 ",  710 ,"  22,080 ",,,147,  910 ,"  16,464 ","  1,323 ",  735 ,"  19,432 ","  1,943 ",  710 ,"  22,080 "
148,  910 ,"  16,576 ","  1,332 ",  740 ,"  19,558 ","  1,956 ",  720 ,"  22,230 ",,,148,  910 ,"  16,576 ","  1,332 ",  740 ,"  19,558 ","  1,956 ",  720 ,"  22,230 "
149,  910 ,"  16,688 ","  1,341 ",  745 ,"  19,684 ","  1,968 ",  720 ,"  22,370 ",,,149,  910 ,"  16,688 ","  1,341 ",  745 ,"  19,684 ","  1,968 ",  720 ,"  22,370 "
150,  910 ,"  16,800 ","  1,350 ",  750 ,"  19,810 ","  1,981 ",  730 ,"  22,520 ",,,150,  910 ,"  16,800 ","  1,350 ",  750 ,"  19,810 ","  1,981 ",  730 ,"  22,520 "
151,  910 ,"  16,912 ","  1,359 ",  755 ,"  19,936 ","  1,994 ",  730 ,"  22,660 ",,,151,  910 ,"  16,912 ","  1,359 ",  755 ,"  19,936 ","  1,994 ",  730 ,"  22,660 "
152,  910 ,"  17,024 ","  1,368 ",  760 ,"  20,062 ","  2,006 ",  740 ,"  22,800 ",,,152,  910 ,"  17,024 ","  1,368 ",  760 ,"  20,062 ","  2,006 ",  740 ,"  22,800 "
153,  910 ,"  17,136 ","  1,377 ",  765 ,"  20,188 ","  2,019 ",  740 ,"  22,940 ",,,153,  910 ,"  17,136 ","  1,377 ",  765 ,"  20,188 ","  2,019 ",  740 ,"  22,940 "
154,  910 ,"  17,248 ","  1,386 ",  770 ,"  20,314 ","  2,031 ",  750 ,"  23,090 ",,,154,  910 ,"  17,248 ","  1,386 ",  770 ,"  20,314 ","  2,031 ",  750 ,"  23,090 "
155,  910 ,"  17,360 ","  1,395 ",  775 ,"  20,440 ","  2,044 ",  750 ,"  23,230 ",,,155,  910 ,"  17,360 ","  1,395 ",  775 ,"  20,440 ","  2,044 ",  750 ,"  23,230 "
156,  910 ,"  17,472 ","  1,404 ",  780 ,"  20,566 ","  2,057 ",  760 ,"  23,380 ",,,156,  910 ,"  17,472 ","  1,404 ",  780 ,"  20,566 ","  2,057 ",  760 ,"  23,380 "
157,  910 ,"  17,584 ","  1,413 ",  785 ,"  20,692 ","  2,069 ",  760 ,"  23,520 ",,,157,  910 ,"  17,584 ","  1,413 ",  785 ,"  20,692 ","  2,069 ",  760 ,"  23,520 "
158,  910 ,"  17,696 ","  1,422 ",  790 ,"  20,818 ","  2,082 ",  770 ,"  23,670 ",,,158,  910 ,"  17,696 ","  1,422 ",  790 ,"  20,818 ","  2,082 ",  770 ,"  23,670 "
159,  910 ,"  17,808 ","  1,431 ",  795 ,"  20,944 ","  2,094 ",  770 ,"  23,800 ",,,159,  910 ,"  17,808 ","  1,431 ",  795 ,"  20,944 ","  2,094 ",  770 ,"  23,800 "
160,  910 ,"  17,920 ","  1,440 ",  800 ,"  21,070 ","  2,107 ",  770 ,"  23,940 ",,,160,  910 ,"  17,920 ","  1,440 ",  800 ,"  21,070 ","  2,107 ",  770 ,"  23,940 "
161,  910 ,"  18,032 ","  1,449 ",  805 ,"  21,196 ","  2,120 ",  780 ,"  24,090 ",,,161,  910 ,"  18,032 ","  1,449 ",  805 ,"  21,196 ","  2,120 ",  780 ,"  24,090 "
162,  910 ,"  18,144 ","  1,458 ",  810 ,"  21,322 ","  2,132 ",  780 ,"  24,230 ",,,162,  910 ,"  18,144 ","  1,458 ",  810 ,"  21,322 ","  2,132 ",  780 ,"  24,230 "
163,  910 ,"  18,256 ","  1,467 ",  815 ,"  21,448 ","  2,145 ",  790 ,"  24,380 ",,,163,  910 ,"  18,256 ","  1,467 ",  815 ,"  21,448 ","  2,145 ",  790 ,"  24,380 "
164,  910 ,"  18,368 ","  1,476 ",  820 ,"  21,574 ","  2,157 ",  790 ,"  24,520 ",,,164,  910 ,"  18,368 ","  1,476 ",  820 ,"  21,574 ","  2,157 ",  790 ,"  24,520 "
165,  910 ,"  18,480 ","  1,485 ",  825 ,"  21,700 ","  2,170 ",  800 ,"  24,670 ",,,165,  910 ,"  18,480 ","  1,485 ",  825 ,"  21,700 ","  2,170 ",  800 ,"  24,670 "
166,  910 ,"  18,592 ","  1,494 ",  830 ,"  21,826 ","  2,183 ",  800 ,"  24,800 ",,,166,  910 ,"  18,592 ","  1,494 ",  830 ,"  21,826 ","  2,183 ",  800 ,"  24,800 "
167,  910 ,"  18,704 ","  1,503 ",  835 ,"  21,952 ","  2,195 ",  810 ,"  24,950 ",,,167,  910 ,"  18,704 ","  1,503 ",  835 ,"  21,952 ","  2,195 ",  810 ,"  24,950 "
168,  910 ,"  18,816 ","  1,512 ",  840 ,"  22,078 ","  2,208 ",  810 ,"  25,090 ",,,168,  910 ,"  18,816 ","  1,512 ",  840 ,"  22,078 ","  2,208 ",  810 ,"  25,090 "
169,  910 ,"  18,928 ","  1,521 ",  845 ,"  22,204 ","  2,220 ",  820 ,"  25,240 ",,,169,  910 ,"  18,928 ","  1,521 ",  845 ,"  22,204 ","  2,220 ",  820 ,"  25,240 "
170,  910 ,"  19,040 ","  1,530 ",  850 ,"  22,330 ","  2,233 ",  820 ,"  25,380 ",,,170,  910 ,"  19,040 ","  1,530 ",  850 ,"  22,330 ","  2,233 ",  820 ,"  25,380 "
171,  910 ,"  19,152 ","  1,539 ",  855 ,"  22,456 ","  2,246 ",  830 ,"  25,530 ",,,171,  910 ,"  19,152 ","  1,539 ",  855 ,"  22,456 ","  2,246 ",  830 ,"  25,530 "
172,  910 ,"  19,264 ","  1,548 ",  860 ,"  22,582 ","  2,258 ",  830 ,"  25,670 ",,,172,  910 ,"  19,264 ","  1,548 ",  860 ,"  22,582 ","  2,258 ",  830 ,"  25,670 "
173,  910 ,"  19,376 ","  1,557 ",  865 ,"  22,708 ","  2,271 ",  840 ,"  25,810 ",,,173,  910 ,"  19,376 ","  1,557 ",  865 ,"  22,708 ","  2,271 ",  840 ,"  25,810 "
174,  910 ,"  19,488 ","  1,566 ",  870 ,"  22,834 ","  2,283 ",  840 ,"  25,950 ",,,174,  910 ,"  19,488 ","  1,566 ",  870 ,"  22,834 ","  2,283 ",  840 ,"  25,950 "
175,  910 ,"  19,600 ","  1,575 ",  875 ,"  22,960 ","  2,296 ",  840 ,"  26,090 ",,,175,  910 ,"  19,600 ","  1,575 ",  875 ,"  22,960 ","  2,296 ",  840 ,"  26,090 "
176,  910 ,"  19,712 ","  1,584 ",  880 ,"  23,086 ","  2,309 ",  850 ,"  26,240 ",,,176,  910 ,"  19,712 ","  1,584 ",  880 ,"  23,086 ","  2,309 ",  850 ,"  26,240 "
177,  910 ,"  19,824 ","  1,593 ",  885 ,"  23,212 ","  2,321 ",  850 ,"  26,380 ",,,177,  910 ,"  19,824 ","  1,593 ",  885 ,"  23,212 ","  2,321 ",  850 ,"  26,380 "
178,  910 ,"  19,936 ","  1,602 ",  890 ,"  23,338 ","  2,334 ",  860 ,"  26,530 ",,,178,  910 ,"  19,936 ","  1,602 ",  890 ,"  23,338 ","  2,334 ",  860 ,"  26,530 "
179,  910 ,"  20,048 ","  1,611 ",  895 ,"  23,464 ","  2,346 ",  860 ,"  26,670 ",,,179,  910 ,"  20,048 ","  1,611 ",  895 ,"  23,464 ","  2,346 ",  860 ,"  26,670 "
180,  910 ,"  20,160 ","  1,620 ",  900 ,"  23,590 ","  2,359 ",  870 ,"  26,810 ",,,180,  910 ,"  20,160 ","  1,620 ",  900 ,"  23,590 ","  2,359 ",  870 ,"  26,810 "
181,  910 ,"  20,272 ","  1,629 ",  905 ,"  23,716 ","  2,372 ",  870 ,"  26,950 ",,,181,  910 ,"  20,272 ","  1,629 ",  905 ,"  23,716 ","  2,372 ",  870 ,"  26,950 "
182,  910 ,"  20,384 ","  1,638 ",  910 ,"  23,842 ","  2,384 ",  880 ,"  27,100 ",,,182,  910 ,"  20,384 ","  1,638 ",  910 ,"  23,842 ","  2,384 ",  880 ,"  27,100 "
183,  910 ,"  20,496 ","  1,647 ",  915 ,"  23,968 ","  2,397 ",  880 ,"  27,240 ",,,183,  910 ,"  20,496 ","  1,647 ",  915 ,"  23,968 ","  2,397 ",  880 ,"  27,240 "
184,  910 ,"  20,608 ","  1,656 ",  920 ,"  24,094 ","  2,409 ",  890 ,"  27,390 ",,,184,  910 ,"  20,608 ","  1,656 ",  920 ,"  24,094 ","  2,409 ",  890 ,"  27,390 "
185,  910 ,"  20,720 ","  1,665 ",  925 ,"  24,220 ","  2,422 ",  890 ,"  27,530 ",,,185,  910 ,"  20,720 ","  1,665 ",  925 ,"  24,220 ","  2,422 ",  890 ,"  27,530 "
186,  910 ,"  20,832 ","  1,674 ",  930 ,"  24,346 ","  2,435 ",  900 ,"  27,680 ",,,186,  910 ,"  20,832 ","  1,674 ",  930 ,"  24,346 ","  2,435 ",  900 ,"  27,680 "
187,  910 ,"  20,944 ","  1,683 ",  935 ,"  24,472 ","  2,447 ",  900 ,"  27,810 ",,,187,  910 ,"  20,944 ","  1,683 ",  935 ,"  24,472 ","  2,447 ",  900 ,"  27,810 "
188,  910 ,"  21,056 ","  1,692 ",  940 ,"  24,598 ","  2,460 ",  910 ,"  27,960 ",,,188,  910 ,"  21,056 ","  1,692 ",  940 ,"  24,598 ","  2,460 ",  910 ,"  27,960 "
189,  910 ,"  21,168 ","  1,701 ",  945 ,"  24,724 ","  2,472 ",  910 ,"  28,100 ",,,189,  910 ,"  21,168 ","  1,701 ",  945 ,"  24,724 ","  2,472 ",  910 ,"  28,100 "
190,  910 ,"  21,280 ","  1,710 ",  950 ,"  24,850 ","  2,485 ",  910 ,"  28,240 ",,,190,  910 ,"  21,280 ","  1,710 ",  950 ,"  24,850 ","  2,485 ",  910 ,"  28,240 "
191,  910 ,"  21,392 ","  1,719 ",  955 ,"  24,976 ","  2,498 ",  920 ,"  28,390 ",,,191,  910 ,"  21,392 ","  1,719 ",  955 ,"  24,976 ","  2,498 ",  920 ,"  28,390 "
192,  910 ,"  21,504 ","  1,728 ",  960 ,"  25,102 ","  2,510 ",  920 ,"  28,530 ",,,192,  910 ,"  21,504 ","  1,728 ",  960 ,"  25,102 ","  2,510 ",  920 ,"  28,530 "
193,  910 ,"  21,616 ","  1,737 ",  965 ,"  25,228 ","  2,523 ",  930 ,"  28,680 ",,,193,  910 ,"  21,616 ","  1,737 ",  965 ,"  25,228 ","  2,523 ",  930 ,"  28,680 "
194,  910 ,"  21,728 ","  1,746 ",  970 ,"  25,354 ","  2,535 ",  930 ,"  28,810 ",,,194,  910 ,"  21,728 ","  1,746 ",  970 ,"  25,354 ","  2,535 ",  930 ,"  28,810 "
195,  910 ,"  21,840 ","  1,755 ",  975 ,"  25,480 ","  2,548 ",  940 ,"  28,960 ",,,195,  910 ,"  21,840 ","  1,755 ",  975 ,"  25,480 ","  2,548 ",  940 ,"  28,960 "
196,  910 ,"  21,952 ","  1,764 ",  980 ,"  25,606 ","  2,561 ",  940 ,"  29,100 ",,,196,  910 ,"  21,952 ","  1,764 ",  980 ,"  25,606 ","  2,561 ",  940 ,"  29,100 "
197,  910 ,"  22,064 ","  1,773 ",  985 ,"  25,732 ","  2,573 ",  950 ,"  29,250 ",,,197,  910 ,"  22,064 ","  1,773 ",  985 ,"  25,732 ","  2,573 ",  950 ,"  29,250 "
198,  910 ,"  22,176 ","  1,782 ",  990 ,"  25,858 ","  2,586 ",  950 ,"  29,390 ",,,198,  910 ,"  22,176 ","  1,782 ",  990 ,"  25,858 ","  2,586 ",  950 ,"  29,390 "
199,  910 ,"  22,288 ","  1,791 ",  995 ,"  25,984 ","  2,598 ",  960 ,"  29,540 ",,,199,  910 ,"  22,288 ","  1,791 ",  995 ,"  25,984 ","  2,598 ",  960 ,"  29,540 "
200,  910 ,"  22,400 ","  1,800 ","  1,000 ","  26,110 ","  2,611 ",  960 ,"  29,680 ",,,200,  910 ,"  22,400 ","  1,800 ","  1,000 ","  26,110 ","  2,611 ",  960 ,"  29,680 "
201,"  1,600 ","  22,606 ","  1,809 ","  1,005 ","  27,020 ","  2,702 ",  990 ,"  30,710 ",,,201,  910 ,"  22,512 ","  1,809 ","  1,005 ","  26,236 ","  2,624 ",  970 ,"  29,830 "
202,"  1,600 ","  22,813 ","  1,818 ","  1,010 ","  27,241 ","  2,724 ","  1,000 ","  30,960 ",,,202,  910 ,"  22,624 ","  1,818 ","  1,010 ","  26,362 ","  2,636 ",  970 ,"  29,960 "
203,"  1,600 ","  23,019 ","  1,827 ","  1,015 ","  27,461 ","  2,746 ","  1,010 ","  31,210 ",,,203,  910 ,"  22,736 ","  1,827 ","  1,015 ","  26,488 ","  2,649 ",  980 ,"  30,110 "
204,"  1,600 ","  23,226 ","  1,836 ","  1,020 ","  27,682 ","  2,768 ","  1,020 ","  31,470 ",,,204,  910 ,"  22,848 ","  1,836 ","  1,020 ","  26,614 ","  2,661 ",  980 ,"  30,250 "
205,"  1,600 ","  23,433 ","  1,845 ","  1,025 ","  27,903 ","  2,790 ","  1,030 ","  31,720 ",,,205,  910 ,"  22,960 ","  1,845 ","  1,025 ","  26,740 ","  2,674 ",  980 ,"  30,390 "
206,"  1,600 ","  23,639 ","  1,854 ","  1,030 ","  28,123 ","  2,812 ","  1,040 ","  31,970 ",,,206,  910 ,"  23,072 ","  1,854 ","  1,030 ","  26,866 ","  2,687 ",  990 ,"  30,540 "
207,"  1,600 ","  23,846 ","  1,863 ","  1,035 ","  28,344 ","  2,834 ","  1,040 ","  32,210 ",,,207,  910 ,"  23,184 ","  1,863 ","  1,035 ","  26,992 ","  2,699 ",  990 ,"  30,680 "
208,"  1,600 ","  24,052 ","  1,872 ","  1,040 ","  28,564 ","  2,856 ","  1,050 ","  32,470 ",,,208,  910 ,"  23,296 ","  1,872 ","  1,040 ","  27,118 ","  2,712 ","  1,000 ","  30,830 "
209,"  1,600 ","  24,259 ","  1,881 ","  1,045 ","  28,785 ","  2,879 ","  1,060 ","  32,720 ",,,209,  910 ,"  23,408 ","  1,881 ","  1,045 ","  27,244 ","  2,724 ","  1,000 ","  30,960 "
210,"  1,600 ","  24,466 ","  1,890 ","  1,050 ","  29,006 ","  2,901 ","  1,070 ","  32,970 ",,,210,  910 ,"  23,520 ","  1,890 ","  1,050 ","  27,370 ","  2,737 ","  1,010 ","  31,110 "
211,"  1,600 ","  24,672 ","  1,899 ","  1,055 ","  29,226 ","  2,923 ","  1,080 ","  33,220 ",,,211,  910 ,"  23,632 ","  1,899 ","  1,055 ","  27,496 ","  2,750 ","  1,010 ","  31,250 "
212,"  1,600 ","  24,879 ","  1,908 ","  1,060 ","  29,447 ","  2,945 ","  1,080 ","  33,470 ",,,212,  910 ,"  23,744 ","  1,908 ","  1,060 ","  27,622 ","  2,762 ","  1,020 ","  31,400 "
213,"  1,600 ","  25,085 ","  1,917 ","  1,065 ","  29,667 ","  2,967 ","  1,090 ","  33,720 ",,,213,  910 ,"  23,856 ","  1,917 ","  1,065 ","  27,748 ","  2,775 ","  1,020 ","  31,540 "
214,"  1,600 ","  25,292 ","  1,926 ","  1,070 ","  29,888 ","  2,989 ","  1,100 ","  33,970 ",,,214,  910 ,"  23,968 ","  1,926 ","  1,070 ","  27,874 ","  2,787 ","  1,030 ","  31,690 "
215,"  1,600 ","  25,499 ","  1,935 ","  1,075 ","  30,109 ","  3,011 ","  1,110 ","  34,230 ",,,215,  910 ,"  24,080 ","  1,935 ","  1,075 ","  28,000 ","  2,800 ","  1,030 ","  31,830 "
216,"  1,600 ","  25,705 ","  1,944 ","  1,080 ","  30,329 ","  3,033 ","  1,120 ","  34,480 ",,,216,  910 ,"  24,192 ","  1,944 ","  1,080 ","  28,126 ","  2,813 ","  1,040 ","  31,970 "
217,"  1,600 ","  25,912 ","  1,953 ","  1,085 ","  30,550 ","  3,055 ","  1,130 ","  34,730 ",,,217,  910 ,"  24,304 ","  1,953 ","  1,085 ","  28,252 ","  2,825 ","  1,040 ","  32,110 "
218,"  1,600 ","  26,118 ","  1,962 ","  1,090 ","  30,770 ","  3,077 ","  1,130 ","  34,970 ",,,218,  910 ,"  24,416 ","  1,962 ","  1,090 ","  28,378 ","  2,838 ","  1,040 ","  32,250 "
219,"  1,600 ","  26,325 ","  1,971 ","  1,095 ","  30,991 ","  3,099 ","  1,140 ","  35,230 ",,,219,  910 ,"  24,528 ","  1,971 ","  1,095 ","  28,504 ","  2,850 ","  1,050 ","  32,400 "
220,"  1,600 ","  26,532 ","  1,980 ","  1,100 ","  31,212 ","  3,121 ","  1,150 ","  35,480 ",,,220,  910 ,"  24,640 ","  1,980 ","  1,100 ","  28,630 ","  2,863 ","  1,050 ","  32,540 "
221,"  1,600 ","  26,738 ","  1,989 ","  1,105 ","  31,432 ","  3,143 ","  1,160 ","  35,730 ",,,221,  910 ,"  24,752 ","  1,989 ","  1,105 ","  28,756 ","  2,876 ","  1,060 ","  32,690 "
222,"  1,600 ","  26,945 ","  1,998 ","  1,110 ","  31,653 ","  3,165 ","  1,170 ","  35,980 ",,,222,  910 ,"  24,864 ","  1,998 ","  1,110 ","  28,882 ","  2,888 ","  1,060 ","  32,830 "
223,"  1,600 ","  27,151 ","  2,007 ","  1,115 ","  31,873 ","  3,187 ","  1,170 ","  36,230 ",,,223,  910 ,"  24,976 ","  2,007 ","  1,115 ","  29,008 ","  2,901 ","  1,070 ","  32,970 "
224,"  1,600 ","  27,358 ","  2,016 ","  1,120 ","  32,094 ","  3,209 ","  1,180 ","  36,480 ",,,224,  910 ,"  25,088 ","  2,016 ","  1,120 ","  29,134 ","  2,913 ","  1,070 ","  33,110 "
225,"  1,600 ","  27,565 ","  2,025 ","  1,125 ","  32,315 ","  3,232 ","  1,190 ","  36,730 ",,,225,  910 ,"  25,200 ","  2,025 ","  1,125 ","  29,260 ","  2,926 ","  1,080 ","  33,260 "
226,"  1,600 ","  27,771 ","  2,034 ","  1,130 ","  32,535 ","  3,254 ","  1,200 ","  36,980 ",,,226,  910 ,"  25,312 ","  2,034 ","  1,130 ","  29,386 ","  2,939 ","  1,080 ","  33,400 "
227,"  1,600 ","  27,978 ","  2,043 ","  1,135 ","  32,756 ","  3,276 ","  1,210 ","  37,240 ",,,227,  910 ,"  25,424 ","  2,043 ","  1,135 ","  29,512 ","  2,951 ","  1,090 ","  33,550 "
228,"  1,600 ","  28,184 ","  2,052 ","  1,140 ","  32,976 ","  3,298 ","  1,220 ","  37,490 ",,,228,  910 ,"  25,536 ","  2,052 ","  1,140 ","  29,638 ","  2,964 ","  1,090 ","  33,690 "
229,"  1,600 ","  28,391 ","  2,061 ","  1,145 ","  33,197 ","  3,320 ","  1,220 ","  37,730 ",,,229,  910 ,"  25,648 ","  2,061 ","  1,145 ","  29,764 ","  2,976 ","  1,100 ","  33,840 "
230,"  1,600 ","  28,598 ","  2,070 ","  1,150 ","  33,418 ","  3,342 ","  1,230 ","  37,990 ",,,230,  910 ,"  25,760 ","  2,070 ","  1,150 ","  29,890 ","  2,989 ","  1,100 ","  33,970 "
231,"  1,600 ","  28,804 ","  2,079 ","  1,155 ","  33,638 ","  3,364 ","  1,240 ","  38,240 ",,,231,  910 ,"  25,872 ","  2,079 ","  1,155 ","  30,016 ","  3,002 ","  1,110 ","  34,120 "
232,"  1,600 ","  29,011 ","  2,088 ","  1,160 ","  33,859 ","  3,386 ","  1,250 ","  38,490 ",,,232,  910 ,"  25,984 ","  2,088 ","  1,160 ","  30,142 ","  3,014 ","  1,110 ","  34,260 "
233,"  1,600 ","  29,217 ","  2,097 ","  1,165 ","  34,079 ","  3,408 ","  1,260 ","  38,740 ",,,233,  910 ,"  26,096 ","  2,097 ","  1,165 ","  30,268 ","  3,027 ","  1,110 ","  34,400 "
234,"  1,600 ","  29,424 ","  2,106 ","  1,170 ","  34,300 ","  3,430 ","  1,260 ","  38,990 ",,,234,  910 ,"  26,208 ","  2,106 ","  1,170 ","  30,394 ","  3,039 ","  1,120 ","  34,550 "
235,"  1,600 ","  29,631 ","  2,115 ","  1,175 ","  34,521 ","  3,452 ","  1,270 ","  39,240 ",,,235,  910 ,"  26,320 ","  2,115 ","  1,175 ","  30,520 ","  3,052 ","  1,120 ","  34,690 "
236,"  1,600 ","  29,837 ","  2,124 ","  1,180 ","  34,741 ","  3,474 ","  1,280 ","  39,490 ",,,236,  910 ,"  26,432 ","  2,124 ","  1,180 ","  30,646 ","  3,065 ","  1,130 ","  34,840 "
237,"  1,600 ","  30,044 ","  2,133 ","  1,185 ","  34,962 ","  3,496 ","  1,290 ","  39,740 ",,,237,  910 ,"  26,544 ","  2,133 ","  1,185 ","  30,772 ","  3,077 ","  1,130 ","  34,970 "
238,"  1,600 ","  30,250 ","  2,142 ","  1,190 ","  35,182 ","  3,518 ","  1,300 ","  40,000 ",,,238,  910 ,"  26,656 ","  2,142 ","  1,190 ","  30,898 ","  3,090 ","  1,140 ","  35,120 "
239,"  1,600 ","  30,457 ","  2,151 ","  1,195 ","  35,403 ","  3,540 ","  1,300 ","  40,240 ",,,239,  910 ,"  26,768 ","  2,151 ","  1,195 ","  31,024 ","  3,102 ","  1,140 ","  35,260 "
240,"  1,600 ","  30,664 ","  2,160 ","  1,200 ","  35,624 ","  3,562 ","  1,310 ","  40,490 ",,,240,  910 ,"  26,880 ","  2,160 ","  1,200 ","  31,150 ","  3,115 ","  1,150 ","  35,410 "
241,"  1,600 ","  30,870 ","  2,169 ","  1,205 ","  35,844 ","  3,584 ","  1,320 ","  40,740 ",,,241,  910 ,"  26,992 ","  2,169 ","  1,205 ","  31,276 ","  3,128 ","  1,150 ","  35,550 "
242,"  1,600 ","  31,077 ","  2,178 ","  1,210 ","  36,065 ","  3,607 ","  1,330 ","  41,000 ",,,242,  910 ,"  27,104 ","  2,178 ","  1,210 ","  31,402 ","  3,140 ","  1,160 ","  35,700 "
243,"  1,600 ","  31,283 ","  2,187 ","  1,215 ","  36,285 ","  3,629 ","  1,340 ","  41,250 ",,,243,  910 ,"  27,216 ","  2,187 ","  1,215 ","  31,528 ","  3,153 ","  1,160 ","  35,840 "
244,"  1,600 ","  31,490 ","  2,196 ","  1,220 ","  36,506 ","  3,651 ","  1,350 ","  41,500 ",,,244,  910 ,"  27,328 ","  2,196 ","  1,220 ","  31,654 ","  3,165 ","  1,170 ","  35,980 "
